,Company,Major,City,State,Accept,StateCity,lats,lons,DistFromRoseHulman,BearingFromRoseHulman
31,DWYER INSTRUMENTS,BE,Michigan City,IN,A,"('Michigan City', 'IN')",41.70753939999999,-86.89502970000001,155.50906457220842,81.69255925722751
32,OPTIVER US LLC,BE,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.62979820000001,166.3385079669339,95.30428056861427
33,UOP HONEYWELL,BE,Des Plaines,IL,O,"('Des Plaines', 'IL')",42.03336229999999,-87.88339909999998,178.67232143377808,99.13004215253328
34,EPIC,BE,Verona,WI,R,"('Verona', 'WI')",42.990831,-89.53317729999998,268.026546129645,114.53428153148819
35,EPIC SYSTEMS,BE,Madison,WI,R,"('Madison', 'WI')",43.07305170000001,-89.4012302,270.3510084752115,112.73702746980922
36,EPIC,BE,Madison,WI,R,"('Madison', 'WI')",43.07305170000001,-89.4012302,270.3510084752115,112.73702746980922
37,EPIC,BE,Madison,WI,R,"('Madison', 'WI')",43.07305170000001,-89.4012302,270.3510084752115,112.73702746980922
38,EPIC SYSTEMS,BE,Madison,WI,O,"('Madison', 'WI')",43.07305170000001,-89.4012302,270.3510084752115,112.73702746980922
39,EPIC SYSTEMS,BE,Madison,WI,R,"('Madison', 'WI')",43.07305170000001,-89.4012302,270.3510084752115,112.73702746980922
40,EPIC,BE,Madison,WI,A,"('Madison', 'WI')",43.07305170000001,-89.4012302,270.3510084752115,112.73702746980922
41,OUTBOUND TECHNOLOGIES INC,BE,New Hudson,MI,R,"('New Hudson', 'MI')",42.5108667,-83.61549470000001,285.0621802661087,48.43231628767018
42,ST. JUDE MEDICAL CRM,BE,Minneapolis,MN,A,"('Minneapolis', 'MN')",44.983334,-93.26667,486.03563388875017,126.64876217010595
43,"SCHREIBER FOODS, INC.",BE,Shippensburg,PA,R,"('Shippensburg', 'PA')",40.0506453,-77.5202647,521.9334753918126,7.460224238183132
44,US PATENT OFFICE,BE,"Washington, D.C.",,O,"('Washington, D.C.', '')",38.90723089999999,-77.03646409999999,552.0130996281165,-0.836139349519452
45,RAYTHEON,BE,Columbia,MD,O,"('Columbia', 'MD')",39.203714399999996,-76.86104619999998,559.1125027066333,1.3764229974279336
46,HOSPIRA,BE,Rocky Mt.,NC,O,"('Rocky Mt.', 'NC')",35.938210299999994,-77.7905339,575.268246604668,-22.16023957798095
47,HOSPIRA,BE,Rocky Mt.,NC,A,"('Rocky Mt.', 'NC')",35.938210299999994,-77.7905339,575.268246604668,-22.16023957798095
48,HOSPIRA,BE,Rocky Mt.,NC,A,"('Rocky Mt.', 'NC')",35.938210299999994,-77.7905339,575.268246604668,-22.16023957798095
49,STRYKER ORTHOPAEDICS,BE,Mahwah,NJ,A,"('Mahwah', 'NJ')",41.0886216,-74.1435843,702.7496898706289,13.32078553498741
50,EXACTECH,BE,Gainesville,FL,A,"('Gainesville', 'FL')",29.6516344,-82.32482619999998,735.5756212988815,-65.78113150463233
51,NATIONAL INSTRUMENTS,BE,Houston,TX,A,"('Houston', 'TX')",29.760192699999998,-95.3693896,811.019937567938,-126.60953656459968
52,NATIONAL INSTRUMENTS,BE,Austin,TX,O,"('Austin', 'TX')",30.267153000000004,-97.7430608,866.276571032974,-135.93941267652892
53,NATIONAL INSTRUMENTS,BE,Austin,TX,A,"('Austin', 'TX')",30.267153000000004,-97.7430608,866.276571032974,-135.93941267652892
54,NATIONAL INSTRUMENTS,BE,Austin,TX,R,"('Austin', 'TX')",30.267153000000004,-97.7430608,866.276571032974,-135.93941267652892
55,NATIONAL INSTRUMENTS,BE,Austin,TX,O,"('Austin', 'TX')",30.267153000000004,-97.7430608,866.276571032974,-135.93941267652892
56,FRITO LAY,BE,Bakersfield,CA,R,"('Bakersfield', 'CA')",35.3732921,-119.0187125,1751.3484778877691,179.24079543692196
57,FRITO LAY,BE,Bakersfield,CA,R,"('Bakersfield', 'CA')",35.3732921,-119.0187125,1751.3484778877691,179.24079543692196
58,FRITO LAY,BE,Bakersfield,CA,O,"('Bakersfield', 'CA')",35.3732921,-119.0187125,1751.3484778877691,179.24079543692196
59,FRITO LAY,BE,Bakersfield,CA,R,"('Bakersfield', 'CA')",35.3732921,-119.0187125,1751.3484778877691,179.24079543692196
60,FRITO LAY,BE,Bakersfield,CA,A,"('Bakersfield', 'CA')",35.3732921,-119.0187125,1751.3484778877691,179.24079543692196
